issue_date,pet_name,species,breed
2022-08-18,Benji,Dog,"Dachshund, Standard Wire Haired"
2022-08-18,Taxi,Dog,Border Collie
2022-08-18,Augie,Dog,"Retriever, Golden"
2022-08-18,Paco,Dog,"Retriever, Golden"
2022-08-18,Dewi,Dog,Border Collie
2022-08-18,Sundance,Dog,"Retriever, Chesapeake Bay"
2022-08-18,Philbert,Dog,Bichon Frise
2022-08-18,Teddy,Dog,"Poodle, Miniature"
2022-08-18,Mickey Mozart,Dog,"Retriever, Labrador"
2022-08-18,Tanner,Dog,"Setter, English"
2022-08-18,Stanley,Dog,"Welsh Corgi, Pembroke"
2022-08-18,Jake,Dog,Beagle
2022-08-18,Charles,Dog,Hound
2022-08-18,Sam,Dog,"Chihuahua, Short Coat"
2022-08-18,Uriah,Dog,"Coonhound, Black and Tan"
2022-08-18,Charlie Brown,Dog,"Terrier, Airedale"
2022-08-18,Dillon,Dog,"Retriever, Labrador"
2022-08-18,Ollivander (Ollie),Dog,"Retriever, Golden"
2022-08-18,Oliver,Dog,Havanese
2022-08-19,Charlie,Dog,"Retriever, Labrador"
2022-08-19,Zuko,Dog,Shepherd
2022-08-19,Scotty Smalls Sweeny,Dog,Plott Hound
2022-08-19,Banze,Dog,"Retriever, Labrador"
2022-08-19,Truman,Dog,Maltese
2022-08-19,Oliver,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-08-19,Seti,Dog,Greyhound
2022-08-19,Goose,Dog,Boxer
2022-08-19,Buddy,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-08-19,Smokey,Dog,Havanese
2022-08-19,Tucker,Dog,"Retriever, Golden"
2022-08-19,Dwayne,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-08-19,Shoto,Dog,Alaskan Husky
2022-08-19,Shay,Dog,"Retriever, Golden"
2022-08-19,Koda,Dog,Bernese Mountain Dog
2022-08-19,Gustavo,Dog,Mix
2022-08-19,Tanner,Dog,"Retriever, Golden"
2022-08-19,Lucky,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-08-19,Gus Gus,Dog,Bernese Mountain Dog
2022-08-19,Spark,Dog,Terrier
2022-08-20,Newton,Dog,"Retriever, Labrador"
2022-08-20,Teddy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-08-20,Ollie,Dog,"Spaniel, English Springer"
2022-08-20,Ziggy,Dog,Border Collie
2022-08-20,Light,Dog,Border Collie
2022-08-20,Grandpa,Dog,"Pointer, German Shorthaired"
2022-08-20,Wylie,Dog,Border Collie
2022-08-20,Jack,Dog,German Shepherd
2022-08-20,Hudson,Dog,"Retriever, Golden"
2022-08-20,Gus Samuelson-Haddad,Dog,"Retriever, Labrador"
2022-08-20,Henry,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-08-20,Winston,Dog,Terrier
2022-08-20,Tucker,Dog,Australian Shepherd
2022-08-20,Pippin,Dog,German Shepherd
2022-08-20,Pugsley,Dog,Pug
2022-08-21,Gunnar,Dog,"Retriever, Labrador"
2022-08-21,Vindo,Dog,"Collie, Smooth"
2022-08-21,Kezi,Dog,"Collie, Smooth"
2022-08-21,Bruce,Dog,Lhasa Apso
2022-08-21,Griffey,Dog,Australian Shepherd
2022-08-21,Trevor,Dog,"Chihuahua, Short Coat"
2022-08-21,Huxley,Dog,"Retriever, Golden"
2022-08-21,Beast,Dog,Spaniel
2022-08-21,Frank,Dog,Bernese Mountain Dog
2022-08-21,Dexter,Dog,"Dachshund, Standard Smooth Haired"
2022-08-21,Percy,Dog,"Terrier, Welsh"
2022-08-21,Mr. Bean,Dog,Border Collie
2022-08-21,Rufus,Dog,"Retriever, Labrador"
2022-08-21,Porter,Dog,Greater Swiss Mountain Dog
2022-08-21,Porter,Dog,Pug
2022-08-22,Ernie,Dog,Bernese Mountain Dog
2022-08-22,Finn,Dog,Pomeranian
2022-08-22,Ernie,Dog,"Poodle, Miniature"
2022-08-22,Uri,Dog,Canaan
2022-08-22,Jackson,Dog,Terrier
2022-08-22,Panda Barrans,Dog,Australian Shepherd
2022-08-22,Tripp,Dog,"Pointer, German Shorthaired"
2022-08-22,Rocky,Dog,"Terrier, Soft Coated Wheaten"
2022-08-22,Blue,Dog,Siberian Husky
2022-08-22,Gus,Dog,"Spaniel, English Cocker"
2022-08-22,Barry,Dog,"Poodle, Miniature"
2022-08-22,Rodrigo,Dog,Terrier
2022-08-22,Calhoun,Dog,Beagle
2022-08-22,Red,Dog,"Poodle, Standard"
2022-08-22,Enzo,Dog,German Shepherd
2022-08-22,Romeo,Dog,"German Shepherd, King"
2022-08-22,Ollie,Dog,"Retriever, Nova Scotia Duck Tolling"
2022-08-22,Sheldon,Dog,Boxer
2022-08-22,Finnegan,Dog,"Terrier, Cairn"
2022-08-22,Sailor,Dog,"Poodle, Miniature"
2022-08-22,Ollivander (Ollie),Dog,Bernese Mountain Dog
2022-08-22,Kofi the Corgi,Dog,"Welsh Corgi, Pembroke"
2022-08-22,Pepper,Dog,Xoloitzcuintli
2022-08-23,Duke,Dog,"Terrier, Pit Bull"
2022-08-23,Cooper,Dog,Italian Greyhound
2022-08-23,Magnus,Dog,"Schnauzer, Miniature"
2022-08-23,Vito,Dog,"Terrier, Yorkshire"
2022-08-23,Argos,Dog,"Poodle, Miniature"
2022-08-23,Raleigh,Dog,Retriever
2022-08-23,Sunny,Dog,Rhodesian Ridgeback
2022-08-23,Mac,Dog,"Retriever, Labrador"
2022-08-23,Bamba,Dog,"Terrier, Jack Russell"
2022-08-23,Jim,Dog,German Shepherd
2022-08-23,Buddy,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-08-23,Leo,Dog,Boxer
2022-08-24,Atwood,Dog,"Retriever, Labrador"
2022-08-24,Mobey,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-08-24,Jorah,Dog,German Shepherd
2022-08-24,Elcho,Dog,"Pointer, German Shorthaired"
2022-08-24,Cooper,Dog,"Poodle, Standard"
2022-08-24,Peter,Dog,"Poodle, Standard"
2022-08-24,Oso,Dog,German Shepherd
2022-08-24,Frank,Dog,"Chihuahua, Short Coat"
2022-08-24,Edison,Dog,"Chihuahua, Short Coat"
2022-08-24,Ignacio,Dog,"Terrier, Bull"
2022-08-24,Zeke,Dog,Australian Cattle Dog
2022-08-24,Rezso Vidam,Dog,"Vizsla, Smooth Haired"
2022-08-24,Bear,Dog,Bernese Mountain Dog
2022-08-24,Cy Murray,Dog,Boxer
2022-08-24,Maxey,Dog,"Poodle, Miniature"
2022-08-24,Landis,Dog,"Dachshund, Miniature Long Haired"
2022-08-24,Chewy,Dog,"Chihuahua, Short Coat"
2022-08-24,Max,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-08-25,Vincenzo,Dog,"Retriever, Labrador"
2022-08-25,Chester,Dog,Mix
2022-08-25,ROGER,Dog,"Chihuahua, Short Coat"
2022-08-25,Montana,Dog,"Retriever, Labrador"
2022-08-25,Finlay,Dog,"Terrier, West Highland White"
2022-08-25,Sparky,Dog,Xoloitzcuintli
2022-08-25,Wrigley,Dog,"Retriever, Labrador"
2022-08-26,Ramsey,Dog,"Terrier, Manchester"
2022-08-26,Cooper,Dog,"Terrier, Boston"
2022-08-26,Cash,Dog,"Retriever, Golden"
2022-08-26,Shotzy,Dog,"Terrier, West Highland White"
2022-08-26,Murphy,Dog,"Retriever, Golden"
2022-08-26,Depo,Dog,Beagle
2022-08-26,Sam,Dog,Mastiff
2022-08-26,Edwin,Dog,"Retriever, Golden"
2022-08-26,Gulliver,Dog,"Poodle, Standard"
2022-08-26,Gilbert,Dog,"Griffon, Brussels"
2022-08-26,Gustave,Dog,"Bulldog, French"
2022-08-26,Huckleberry,Dog,"Australian Shepherd, Miniature"
2022-08-26,Hank,Dog,Border Collie
2022-08-27,Dante,Dog,"Retriever, Labrador"
2022-08-27,Charlie,Dog,"Chihuahua, Short Coat"
2022-08-27,Goji,Dog,Shiba Inu
2022-08-27,Giovane,Dog,"Spaniel, English Cocker"
2022-08-27,Riley,Dog,"Retriever, Golden"
2022-08-27,Pablo,Dog,"Terrier, Jack Russell"
2022-08-27,Rambeau,Dog,Maltese
2022-08-27,Carter,Dog,"Retriever, Labrador"
2022-08-27,Dewey,Dog,Miniature Pinscher
2022-08-27,Pony,Dog,Australian Cattle Dog
2022-08-27,Rico,Dog,German Shepherd
2022-08-27,Banks,Dog,Greyhound
2022-08-28,Jag,Dog,Coton de Tulear
2022-08-28,Django,Dog,"Australian Shepherd, Miniature"
2022-08-28,Roscoe,Dog,Terrier
2022-08-28,Buster,Dog,Boxer
2022-08-28,George,Dog,"Retriever, Labrador"
2022-08-28,Roe,Dog,Terrier
2022-08-28,Max,Dog,Basset Hound
2022-08-28,Comet,Dog,"Australian Shepherd, Miniature"
2022-08-28,Kiwi,Dog,"Chihuahua, Short Coat"
2022-08-28,Ray,Dog,"Terrier, Australian"
2022-08-29,Sam,Dog,"Retriever, Golden"
2022-08-29,Noci,Dog,"Terrier, Yorkshire"
2022-08-29,Phinney,Dog,"Retriever, Labrador"
2022-08-29,Murphy,Dog,Belgian Malinois
2022-08-29,Alejandro,Dog,German Shepherd
2022-08-29,Dunkel,Dog,German Shepherd
2022-08-29,Sunny,Dog,"Retriever, Labrador"
2022-08-29,Gustavo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-08-29,Wendel,Dog,Plott Hound
2022-08-29,Hank,Dog,Chinese Shar-Pei
2022-08-29,Joy Brown,Dog,Alaskan Husky
2022-08-29,Caleb,Dog,"Terrier, American Pit Bull"
2022-08-29,Brick,Dog,"Terrier, American Pit Bull"
2022-08-29,Oliver Jones,Dog,Papillon
2022-08-29,Jovanni,Dog,Chinese Crested
2022-08-29,Loco,Dog,"Poodle, Miniature"
2022-08-29,Henry,Dog,"Schnauzer, Miniature"
2022-08-29,Tommy,Dog,"Spaniel, Cavalier King Charles"
2022-08-30,Louie,Dog,"Retriever, Labrador"
2022-08-30,Ole,Dog,"Retriever, Labrador"
2022-08-30,Murphy,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-08-30,Toby,Dog,"Foxhound, American"
2022-08-30,Tacoma,Dog,"Terrier, American Staffordshire"
2022-08-30,Leo,Dog,"Chihuahua, Short Coat"
2022-08-30,Aiden,Dog,Australian Shepherd
2022-08-30,Astro,Dog,"Retriever, Labrador"
2022-08-30,Gus,Dog,"Retriever, Labrador"
2022-08-30,Jacques,Dog,"Poodle, Standard"
2022-08-31,Sky,Dog,"Spaniel, Cavalier King Charles"
2022-08-31,Neqo,Dog,"Terrier, American Pit Bull"
2022-08-31,Ringo,Dog,Australian Cattle Dog
2022-08-31,Gus,Dog,German Shepherd
2022-08-31,Finn,Dog,"Retriever, Labrador"
2022-08-31,Meeko,Dog,"Chihuahua, Long Coat"
2022-08-31,Mate,Dog,Shih Tzu
2022-08-31,Thor,Dog,German Shepherd
2022-08-31,Sequoia Harley,Dog,Boxer
2022-08-31,Luey,Dog,Schipperke
2022-08-31,Mao Mao,Dog,Tibetan Mastiff
2022-09-01,Apollo,Dog,German Shepherd
2022-09-01,Oliver,Dog,"Chihuahua, Short Coat"
2022-09-01,Neville,Dog,"Retriever, Labrador"
2022-09-01,Hercules,Dog,"Cur, Black-Mouth"
2022-09-01,Winston,Dog,Cane Corso
2022-09-01,Finny,Dog,"Spaniel, American Cocker"
2022-09-01,Rico Party in the House,Dog,"Chihuahua, Short Coat"
2022-09-02,Roscoe,Dog,Basset Hound
2022-09-02,Henry,Dog,Beagle
2022-09-02,Gambit,Dog,"Chihuahua, Short Coat"
2022-09-02,Remy,Dog,"Retriever, Labrador"
2022-09-02,Burt,Dog,Boxer
2022-09-02,Deuce,Dog,"Terrier, Yorkshire"
2022-09-02,Bodie,Dog,"Poodle, Standard"
2022-09-02,Rufus,Dog,Terrier
2022-09-02,Benji,Dog,Shih Tzu
2022-09-02,Pippin,Dog,"Terrier, Staffordshire Bull"
2022-09-02,Milo,Dog,Alaskan Klee Kai
2022-09-02,Griffin,Dog,"Retriever, Labrador"
2022-09-02,Fritzy Kitty,Dog,"Retriever, Labrador"
2022-09-02,Skinny Pete,Dog,"Chihuahua, Short Coat"
2022-09-02,Toast,Dog,"Retriever, Labrador"
2022-09-02,Scout,Dog,Shepherd
2022-09-02,Bingley,Dog,"Chihuahua, Short Coat"
2022-09-02,Spud,Dog,Basset Hound
2022-09-02,Jake,Dog,"Retriever, Labrador"
2022-09-02,Hugo,Dog,"Retriever, Flat-Coated"
2022-09-02,Rocko,Dog,"Terrier, Boston"
2022-09-02,Loki,Dog,"Retriever, Nova Scotia Duck Tolling"
2022-09-02,Luigi,Dog,Bolognese
2022-09-02,Duke,Dog,"Chihuahua, Short Coat"
2022-09-02,Chuy,Dog,"Chihuahua, Short Coat"
2022-09-02,Scooter,Dog,"Poodle, Standard"
2022-09-02,Floki Haugo,Dog,Icelandic Sheepdog
2022-09-03,Romeo,Dog,Portuguese Water Dog
2022-09-03,Charlie Potvin,Dog,Maltese
2022-09-03,Jack,Dog,"Terrier, American Staffordshire"
2022-09-03,Samish,Dog,"Retriever, Labrador"
2022-09-03,Cookie,Dog,"Retriever, Labrador"
2022-09-03,Woodhouse,Dog,"Retriever, Golden"
2022-09-03,Pepper,Dog,"Terrier, Yorkshire"
2022-09-03,Arnie,Dog,"Schnauzer, Standard"
2022-09-03,Kodi,Dog,Bernese Mountain Dog
2022-09-03,Maxie,Dog,Pomeranian
2022-09-03,Rufus,Dog,Doberman Pinscher
2022-09-03,Kona,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-09-03,Bodhi,Dog,"Retriever, Labrador"
2022-09-03,Matao,Dog,"Chihuahua, Short Coat"
2022-09-03,Roscoe,Dog,Australian Cattle Dog
2022-09-03,Wesley,Dog,"Welsh Corgi, Cardigan"
2022-09-03,Dash,Dog,Pomeranian
2022-09-03,Arlo,Dog,"Poodle, Miniature"
2022-09-03,Remy,Dog,Maltese
2022-09-04,Joe,Dog,Dalmatian
2022-09-04,Summit,Dog,"Retriever, Labrador"
2022-09-04,Sil,Dog,Catahoula Leopard dog
2022-09-04,Orion,Dog,Australian Cattle Dog
2022-09-04,Archer,Dog,"Retriever, Labrador"
2022-09-04,Rascal(Merv),Dog,"Dachshund, Miniature Smooth Haired"
2022-09-04,Madrid,Dog,Retriever
2022-09-04,Mac,Dog,Spinone Italiano
2022-09-04,Quincy,Dog,Pomeranian
2022-09-04,Herbie,Dog,Pomeranian
2022-09-04,Cloud,Dog,Korean Jindo
2022-09-04,Clyde,Dog,Doberman Pinscher
2022-09-04,Nelson,Dog,"Chihuahua, Short Coat"
2022-09-04,Monty,Dog,Maltese
2022-09-04,Teddy,Dog,Hound
2022-09-04,Buddy,Dog,"Spaniel, American Cocker"
2022-09-04,Riker,Dog,Hound
2022-09-04,Cocoa,Dog,"Welsh Corgi, Pembroke"
2022-09-04,Lychee,Dog,Samoyed
2022-09-04,Bailey,Dog,"Spaniel, Cavalier King Charles"
2022-09-04,Bug,Dog,"Chihuahua, Short Coat"
2022-09-04,SHO,Dog,Great Dane
2022-09-04,Toji,Dog,Japanese Chin
2022-09-04,Enzo,Dog,Shiba Inu
2022-09-05,Cocoa,Dog,Terrier
2022-09-05,Shep,Dog,Belgian Sheepdog
2022-09-05,Badger,Dog,"Spaniel, English Springer"
2022-09-05,Kingsley,Dog,Pomeranian
2022-09-05,Duke of York,Dog,"Terrier, Yorkshire"
2022-09-05,Franklin,Dog,Hound
2022-09-05,Bowie,Dog,Alaskan Klee Kai
2022-09-05,Tutt,Dog,"Dachshund, Miniature Smooth Haired"
2022-09-05,Charlie,Dog,Terrier
2022-09-05,Tomato,Dog,"Retriever, Golden"
2022-09-05,Jack,Dog,Beagle
2022-09-05,Farley,Dog,"Retriever, Labrador"
2022-09-05,Duncan,Dog,Terrier
2022-09-05,Stanley,Dog,Mix
2022-09-05,Charlie,Dog,Shih Tzu
2022-09-05,Finley,Dog,"Schnauzer, Standard"
2022-09-05,Leo,Dog,Shih Tzu
2022-09-05,Frank,Dog,"Dachshund, Standard Long Haired"
2022-09-05,Lucca,Dog,"Retriever, Labrador"
2022-09-05,Watson,Dog,Siberian Husky
2022-09-05,Django,Dog,"Retriever, Golden"
2022-09-05,Barnum,Dog,Border Collie
2022-09-06,Saru,Dog,"Schnauzer, Standard"
2022-09-06,Monty Fox,Dog,Shih Tzu
2022-09-06,Charlie,Dog,"Dachshund, Miniature Wire Haired"
2022-09-06,"Macadamia ""Mac"" Tov",Dog,"Retriever, Labrador"
2022-09-06,Sam Ganesan,Dog,"Retriever, Golden"
2022-09-06,Scooter William,Dog,German Shepherd
2022-09-06,Parsley,Dog,Bichon Frise
2022-09-06,Mackey,Dog,"Retriever, Labrador"
2022-09-06,Gus,Dog,"Retriever, Golden"
2022-09-06,Ike,Dog,"Terrier, American Pit Bull"
2022-09-06,Coconut,Dog,"Vizsla, Smooth Haired"
2022-09-06,Sage,Dog,Border Collie
2022-09-06,Bogey,Dog,Border Collie
2022-09-06,King,Dog,Border Collie
2022-09-06,Gus,Dog,Australian Cattle Dog
2022-09-07,Miller,Dog,Retriever
2022-09-07,Donovan,Dog,Terrier
2022-09-07,Rusty,Dog,"Dachshund, Standard Smooth Haired"
2022-09-07,Jake,Dog,"Terrier, Jack Russell"
2022-09-07,Mochi,Dog,Coton de Tulear
2022-09-07,Kazi Charmander,Dog,"Retriever, Golden"
2022-09-07,Emmett,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-09-07,Griffey,Dog,Australian Shepherd
2022-09-07,Charlie,Dog,Retriever
2022-09-07,Calvin,Dog,Shiba Inu
2022-09-07,Bruce,Dog,Xoloitzcuintli
2022-09-07,Miso,Dog,Retriever
2022-09-07,Felix,Dog,Beagle
2022-09-07,Frederick All-Star,Dog,"Retriever, Labrador"
2022-09-07,Dipper,Dog,Terrier
2022-09-07,Echo,Dog,Australian Shepherd
2022-09-07,Borek,Dog,Mix
2022-09-07,Franklin,Dog,Pug
2022-09-07,Riker,Dog,Samoyed
2022-09-08,Teddy,Dog,"Australian Shepherd, Miniature"
2022-09-08,Happy,Dog,Siberian Husky
2022-09-08,Edison,Dog,"Poodle, Miniature"
2022-09-08,Mr. Moo Madsen,Dog,Hound
2022-09-08,Toby,Dog,"Spaniel, Cavalier King Charles"
2022-09-08,Ace,Dog,"Retriever, Labrador"
2022-09-08,Oliver,Dog,American Eskimo
2022-09-08,Kodi,Dog,Akita
2022-09-08,Buddy,Dog,"Terrier, Silky"
2022-09-08,August,Dog,"Poodle, Miniature"
2022-09-08,Eddy,Dog,"Bulldog, American"
2022-09-08,Marty,Dog,Great Pyrenees
2022-09-08,Zippy,Dog,Australian Cattle Dog
2022-09-08,Chazzy,Dog,Maltese
2022-09-08,Miguel,Dog,"Chihuahua, Short Coat"
2022-09-08,Clouseau,Dog,"Spaniel, American Cocker"
2022-09-08,Odin,Dog,"Schnauzer, Miniature"
2022-09-08,Otter,Dog,"Terrier, Patterdale"
2022-09-09,Blake,Dog,"Chihuahua, Short Coat"
2022-09-09,Haskell,Dog,"Spaniel, American Cocker"
2022-09-09,King,Dog,"Retriever, Labrador"
2022-09-09,Bodie,Dog,"Retriever, Golden"
2022-09-09,Jack,Dog,"Retriever, Labrador"
2022-09-09,Morris,Dog,Border Collie
2022-09-09,Eli Belle,Dog,Havanese
2022-09-09,Beauregard,Dog,Pug
2022-09-09,Fred,Dog,Hound
2022-09-09,Milo,Dog,Hound
2022-09-09,Otto,Dog,German Shepherd
2022-09-09,Jaxson Hanson,Dog,Shetland Sheepdog
2022-09-09,Odin Young,Dog,"Retriever, Golden"
2022-09-10,Spyro,Dog,Pomeranian
2022-09-10,Heinrich,Dog,"Dachshund, Miniature Smooth Haired"
2022-09-10,Honus,Dog,"Retriever, Labrador"
2022-09-10,Coconut Nguyen Luitjens,Dog,Havanese
2022-09-10,Trip,Dog,"Poodle, Miniature"
2022-09-10,Bennie,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-09-10,Bodean,Dog,"Dachshund, Miniature Smooth Haired"
2022-09-10,Mr. Puppy,Dog,"Chihuahua, Short Coat"
2022-09-10,Luke,Dog,"Retriever, Labrador"
2022-09-10,Buster,Dog,"Chihuahua, Short Coat"
2022-09-10,Cassio,Dog,"Poodle, Standard"
2022-09-10,Alfie,Dog,Pointer
2022-09-11,Akio,Dog,Shiba Inu
2022-09-11,Hero,Dog,"Retriever, Flat-Coated"
2022-09-11,Tonka,Dog,Shepherd
2022-09-11,Ender,Dog,Catahoula Leopard dog
2022-09-11,Hamilton,Dog,"Retriever, Labrador"
2022-09-11,Fossie,Dog,Australian Shepherd
2022-09-11,Sars-CoV2,Dog,"Terrier, West Highland White"
2022-09-11,Diego,Dog,Mix
2022-09-11,Gizmo,Dog,"Terrier, Airedale"
2022-09-11,Buddy,Dog,Pomeranian
2022-09-11,Bo,Dog,"Mixed Breed, Medium (up to 44 lbs fully grown)"
2022-09-11,Jojo,Dog,"Terrier, Jack Russell"
2022-09-11,Baxter,Dog,Mix
2022-09-12,Edgar,Dog,Shepherd
2022-09-12,Troy,Dog,"Retriever, Golden"
2022-09-12,Milo,Dog,"Terrier, Jack Russell"
2022-09-12,Luke,Dog,"Mixed Breed, Large (over 44 lbs fully grown)"
2022-09-12,Morpheus,Dog,"Poodle, Standard"
2022-09-12,Rogue,Dog,"Terrier, Parson Russell"
2022-09-12,Theo,Dog,Mix
2022-09-12,Parker,Dog,Australian Shepherd
2022-09-12,Chance,Dog,"Terrier, American Pit Bull"
2022-09-12,Harvey,Dog,"Terrier, Border"
2022-09-12,Odo,Dog,"Poodle, Miniature"
2022-09-13,Valentino,Dog,Shih Tzu
2022-09-13,Milo,Dog,"Retriever, Labrador"
2022-09-13,Hanzo,Dog,"Retriever, Labrador"
2022-09-13,Qince,Dog,"Spaniel, English Toy"
2022-09-13,Henry,Dog,"Chihuahua, Short Coat"
2022-09-13,Estonia,Dog,Boxer
2022-09-13,Farley,Dog,"Poodle, Standard"
2022-09-13,Rudy,Dog,Xoloitzcuintli
2022-09-13,Paulie,Dog,Lacy
2022-09-13,Henry,Dog,"Chihuahua, Short Coat"
2022-09-13,Blue,Dog,"Dachshund, Miniature Long Haired"
2022-09-14,Wilson,Dog,Bernese Mountain Dog
2022-09-14,Ernest,Dog,"Retriever, Labrador"
2022-09-14,Mango,Dog,"Poodle, Miniature"
2022-09-14,Rusty Bucket,Dog,Australian Cattle Dog
2022-09-14,Percy Pickles,Dog,"Terrier, Yorkshire"
2022-09-14,Sammy,Dog,"Terrier, American Pit Bull"
2022-09-14,Theo,Dog,"Poodle, Standard"
2022-09-14,Oswald,Dog,"Coonhound, Treeing Walker"
2022-09-14,Pokie,Dog,"Chihuahua, Short Coat"
2022-09-14,Forrest,Dog,"Terrier, Boston"
2022-09-14,Barry,Dog,"Schnauzer, Standard"
2022-09-14,Jessie,Dog,Australian Cattle Dog
2022-09-14,Aspen,Dog,Australian Shepherd
2022-09-14,Pirulays Damian,Dog,Shih Tzu
2022-09-14,Wyatt,Dog,"Chihuahua, Long Coat"
2022-09-14,Ambrose,Dog,"Chihuahua, Long Coat"
2022-09-15,Lewis,Dog,"Retriever, Golden"
2022-09-15,Clark,Dog,"Retriever, Golden"
2022-09-15,Pluto,Dog,"Mixed Breed, Small (under 24 lbs fully grown)"
2022-09-15,Potter,Dog,"Terrier, Jack Russell"
2022-09-15,Jack,Dog,"Retriever, Golden"
2022-09-15,Griffin,Dog,"Retriever, Labrador"
2022-09-16,Rollo,Dog,Lagotto Romagnolo
2022-09-16,Leo,Dog,"Bulldog, American"
2022-09-16,Winston,Dog,Terrier
2022-09-16,BO,Dog,"Terrier, American Pit Bull"
2022-09-16,Ghost,Dog,Samoyed
2022-09-16,Cooper,Dog,Brittany
2022-09-16,Mack,Dog,"Coonhound, Black and Tan"
2022-09-16,Pepper Jack,Dog,"Retriever, Labrador"
2022-09-16,Marco,Dog,Australian Shepherd
2022-09-16,F.C.,Dog,Pointer
2022-09-16,Bruce,Dog,German Shepherd
2022-09-17,Nikolas,Dog,Miniature Pinscher
2022-09-17,Rocco,Dog,Chow Chow
2022-09-17,Tate,Dog,Brittany
2022-09-17,Bowie,Dog,"Retriever, Golden"
2022-09-17,Fern,Dog,Terrier
2022-09-18,Jet,Dog,"Retriever, Labrador"
2022-09-18,Talyn,Dog,Greyhound
2022-09-18,Lil Man,Dog,"Terrier, American Pit Bull"
2022-09-18,Tenzin,Dog,"Terrier, American Staffordshire"
2022-09-18,Tony,Dog,"Chihuahua, Short Coat"
2022-09-18,Gryffindor,Dog,"Retriever, Golden"
2022-09-18,Lenny,Dog,"Poodle, Miniature"
2022-09-18,Milo,Dog,Australian Shepherd
2022-09-18,Kobah,Dog,"Pointer, German Wirehaired"
2022-09-19,Theo,Dog,"Retriever, Labrador"
2022-09-19,Suki,Dog,"Poodle, Miniature"
2022-09-19,Beanie,Dog,"Australian Shepherd, Miniature"
2022-09-19,Francis,Dog,"Poodle, Miniature"
2022-09-19,Jake,Dog,"Poodle, Miniature"
2022-09-19,Morgan,Dog,Greater Swiss Mountain Dog
2022-09-19,Pushy,Dog,"Poodle, Standard"
2022-09-19,Teddy,Dog,"Poodle, Miniature"
2022-09-19,Bailey McGrady,Dog,"Spaniel, Cavalier King Charles"
2022-09-19,Cody,Dog,"Poodle, Miniature"
2022-09-19,Gus,Dog,"Chihuahua, Short Coat"
2022-09-19,Zak,Dog,"Terrier, Yorkshire"
2022-09-20,Bruno,Dog,"Retriever, Golden"
2022-09-20,Apollo,Dog,Greyhound
2022-09-20,Teddy,Dog,"Poodle, Standard"
2022-09-20,Wally,Dog,Terrier
2022-09-20,Buddy,Dog,Bulldog
2022-09-20,Wellington,Dog,Havanese
2022-09-20,Corbin,Dog,"Foxhound, American"
2022-09-20,Rebel,Dog,German Shepherd
2022-09-21,Toby,Dog,Retriever
2022-09-21,Taiga,Dog,Siberian Husky
2022-09-21,Larry,Dog,"Retriever, Labrador"
2022-09-21,Milo,Dog,Beagle
2022-09-21,Fry,Dog,German Shepherd
2022-09-21,Diego,Dog,American Eskimo
2022-09-21,Cooper,Dog,"Poodle, Miniature"
2022-09-22,Buddy,Dog,"Retriever, Labrador"
2022-09-22,Bandit,Dog,Mix
2022-09-22,Olio,Dog,"Retriever, Labrador"
2022-09-22,Wallace,Dog,Afghan Hound
2022-09-22,George,Dog,"Spaniel, English Springer"
2022-09-22,Goose,Dog,Australian Shepherd
2022-09-22,Judge,Dog,Alaskan Klee Kai
2022-09-22,Stuart,Dog,"Chihuahua, Long Coat"
2022-09-22,Oso,Dog,"Retriever, Labrador"
2022-09-22,Mac,Dog,"Chihuahua, Short Coat"
2022-09-22,George,Dog,Terrier
2022-09-22,Hopper,Dog,American Eskimo
2022-09-22,Lugnut,Dog,Olde English Bulldogge
2022-09-22,Bullet,Dog,Brittany
2022-09-23,Charlie,Dog,Terrier
2022-09-23,Kiro,Dog,"Schnauzer, Miniature"
2022-09-23,Smokey,Dog,"Munsterlander, Large"
2022-09-23,Hugo,Dog,"Pointer, German Shorthaired"
2022-09-23,Arlo,Dog,"Pointer, German Shorthaired"
2022-09-23,Rusty,Dog,Dalmatian
2022-09-23,Oreo,Dog,Terrier
2022-09-23,Quimby,Dog,"Retriever, Golden"
2022-09-23,Leonard,Dog,Terrier
2022-09-23,Boogie Woogie,Dog,"Dachshund, Standard Smooth Haired"
2022-09-23,Rocky James,Dog,"Retriever, Labrador"
2022-09-24,Desi,Dog,Havanese
2022-09-24,Fred,Dog,Havanese
2022-09-24,Taffy,Dog,Havanese
2022-09-24,Monty,Dog,Shih Tzu
